Sample in Buffer,Sample in Window,TRIGGER,ACK_bit,SCL,SDA,led_OBUF[7:0],TrigerEvent,FSM_Clk,CURR_STATE[7:0],MSB_BYTE[7:0],LSB_BYTE[7:0],Final_Temp[15:0]
684,684,0,0,0,0,40,0,0,97,00000000,00000000,0d00
685,685,0,0,1,0,40,0,1,98,00000000,00000000,0d00
686,686,0,0,1,0,40,0,0,98,00000000,00000000,0d00
687,687,0,0,1,0,40,0,1,99,00000000,00000000,0d00
688,688,0,0,1,0,40,0,0,99,00000000,00000000,0d00
689,689,0,0,0,0,40,0,1,100,00000000,00000000,0d00
690,690,0,0,0,0,40,0,0,100,00000000,00000000,0d00
691,691,0,0,0,0,40,0,1,101,00000000,00000000,0d00
692,692,0,0,0,0,40,0,0,101,00000000,00000000,0d00
693,693,0,0,1,0,40,0,1,102,00000000,00000000,0d00
694,694,0,0,1,0,40,0,0,102,00000000,00000000,0d00
695,695,0,0,1,0,40,0,1,103,00000000,00000000,0d00
696,696,0,0,1,0,40,0,0,103,00000000,00000000,0d00
697,697,0,0,0,0,40,0,1,104,00000000,00000000,0d00
698,698,0,0,0,1,40,0,0,104,00000000,00000000,0d00
699,699,0,0,0,1,40,0,1,105,00000000,00000000,0d00
700,700,0,0,0,1,40,0,0,105,00000000,00000000,0d00
701,701,0,0,1,1,40,0,1,106,00000000,00000000,0d00
702,702,0,0,1,1,40,0,0,106,00000000,00000000,0d00
703,703,0,0,1,1,40,0,1,107,00001000,00000000,0d00
704,704,0,0,1,1,40,0,0,107,00001000,00000000,0d00
705,705,0,0,0,1,40,0,1,108,00001000,00000000,0d00
706,706,0,0,0,1,40,0,0,108,00001000,00000000,0d00
707,707,0,0,0,1,40,0,1,109,00001000,00000000,0d00
708,708,0,0,0,1,40,0,0,109,00001000,00000000,0d00
709,709,0,0,1,1,40,0,1,110,00001000,00000000,0d00
710,710,0,0,1,1,40,0,0,110,00001000,00000000,0d00
711,711,0,0,1,1,40,0,1,111,00001100,00000000,0d00
712,712,0,0,1,1,40,0,0,111,00001100,00000000,0d00
713,713,0,0,0,1,40,0,1,112,00001100,00000000,0d00
714,714,0,0,0,0,40,0,0,112,00001100,00000000,0d00
715,715,0,0,0,0,40,0,1,113,00001100,00000000,0d00
716,716,0,0,0,0,40,0,0,113,00001100,00000000,0d00
717,717,0,0,1,0,40,0,1,114,00001100,00000000,0d00
718,718,0,0,1,0,40,0,0,114,00001100,00000000,0d00
719,719,0,0,1,0,40,0,1,115,00001100,00000000,0d00
720,720,0,0,1,0,40,0,0,115,00001100,00000000,0d00
721,721,0,0,0,0,40,0,1,116,00001100,00000000,0d00
722,722,0,0,0,1,40,0,0,116,00001100,00000000,0d00
723,723,0,0,0,1,40,0,1,117,00001100,00000000,0d00
724,724,0,0,0,1,40,0,0,117,00001100,00000000,0d00
725,725,0,0,1,1,40,0,1,118,00001100,00000000,0d00
726,726,0,0,1,1,40,0,0,118,00001100,00000000,0d00
727,727,0,0,1,1,40,0,1,119,00001101,00000000,0d00
728,728,0,0,1,1,40,0,0,119,00001101,00000000,0d00
729,729,0,0,0,1,40,0,1,120,00001101,00000000,0d00
730,730,0,0,0,1,40,0,0,120,00001101,00000000,0d00
731,731,0,0,0,0,40,0,1,121,00001101,00000000,0d00
732,732,0,0,0,0,40,0,0,121,00001101,00000000,0d00
733,733,0,0,1,0,40,0,1,122,00001101,00000000,0d00
734,734,0,0,1,0,40,0,0,122,00001101,00000000,0d00
735,735,0,0,1,0,40,0,1,123,00001101,00000000,0d00
736,736,0,0,1,0,40,0,0,123,00001101,00000000,0d00
737,737,0,0,0,0,40,0,1,124,00001101,00000000,0d00
738,738,0,0,0,0,40,0,0,124,00001101,00000000,0d00
739,739,0,0,0,0,40,0,1,125,00001101,00000000,0d00
740,740,0,0,0,0,40,0,0,125,00001101,00000000,0d00
741,741,0,0,1,0,40,0,1,126,00001101,00000000,0d00
742,742,0,0,1,0,40,0,0,126,00001101,00000000,0d00
743,743,0,0,1,0,40,0,1,127,00001101,00000000,0d00
744,744,0,0,1,0,40,0,0,127,00001101,00000000,0d00
745,745,0,0,0,0,40,0,1,128,00001101,00000000,0d00
746,746,0,0,0,0,40,0,0,128,00001101,00000000,0d00
747,747,0,0,0,0,40,0,1,129,00001101,00000000,0d00
748,748,0,0,0,0,40,0,0,129,00001101,00000000,0d00
749,749,0,0,1,0,40,0,1,130,00001101,00000000,0d00
750,750,0,0,1,0,40,0,0,130,00001101,00000000,0d00
751,751,0,0,1,0,40,0,1,131,00001101,00000000,0d00
752,752,0,0,1,0,40,0,0,131,00001101,00000000,0d00
753,753,0,0,0,0,40,0,1,132,00001101,00000000,0d00
754,754,0,0,0,0,40,0,0,132,00001101,00000000,0d00
755,755,0,0,0,0,40,0,1,133,00001101,00000000,0d00
756,756,0,0,0,0,40,0,0,133,00001101,00000000,0d00
757,757,0,0,1,0,40,0,1,134,00001101,00000000,0d00
758,758,0,0,1,0,40,0,0,134,00001101,00000000,0d00
759,759,0,0,1,0,40,0,1,135,00001101,00000000,0d00
760,760,0,0,1,0,40,0,0,135,00001101,00000000,0d00
761,761,0,0,0,0,40,0,1,136,00001101,00000000,0d00
762,762,0,0,0,0,40,0,0,136,00001101,00000000,0d00
763,763,0,0,0,0,40,0,1,137,00001101,00000000,0d00
764,764,0,0,0,0,40,0,0,137,00001101,00000000,0d00
765,765,0,0,1,0,40,0,1,138,00001101,00000000,0d00
766,766,0,0,1,0,40,0,0,138,00001101,00000000,0d00
767,767,0,0,1,0,40,0,1,139,00001101,00000000,0d00
768,768,0,0,1,0,40,0,0,139,00001101,00000000,0d00
769,769,0,0,0,0,40,0,1,140,00001101,00000000,0d00
770,770,0,0,0,0,40,0,0,140,00001101,00000000,0d00
771,771,0,0,0,0,40,0,1,141,00001101,00000000,0d00
772,772,0,0,0,0,40,0,0,141,00001101,00000000,0d00
773,773,0,0,1,0,40,0,1,142,00001101,00000000,0d00
774,774,0,0,1,0,40,0,0,142,00001101,00000000,0d00
775,775,0,0,1,0,40,0,1,143,00001101,00000000,0d00
776,776,0,0,1,0,40,0,0,143,00001101,00000000,0d00
777,777,0,0,0,0,40,0,1,144,00001101,00000000,0d00
778,778,0,0,0,0,40,0,0,144,00001101,00000000,0d00
779,779,0,0,0,0,40,0,1,145,00001101,00000000,0d00
780,780,0,0,0,0,40,0,0,145,00001101,00000000,0d00
781,781,0,0,1,0,40,0,1,146,00001101,00000000,0d00
782,782,0,0,1,0,40,0,0,146,00001101,00000000,0d00
783,783,0,0,1,0,40,0,1,147,00001101,00000000,0d00
784,784,0,0,1,0,40,0,0,147,00001101,00000000,0d00
785,785,0,0,0,0,40,0,1,148,00001101,00000000,0d00
786,786,0,0,0,0,40,0,0,148,00001101,00000000,0d00
787,787,0,0,0,0,40,0,1,149,00001101,00000000,0d00
788,788,0,0,0,0,40,0,0,149,00001101,00000000,0d00
789,789,0,0,1,0,40,0,1,150,00001101,00000000,0d00
790,790,0,0,1,0,40,0,0,150,00001101,00000000,0d00
791,791,0,0,1,0,40,0,1,151,00001101,00000000,0d00
792,792,0,0,1,0,40,0,0,151,00001101,00000000,0d00
793,793,0,0,0,0,40,0,1,152,00001101,00000000,0d00
794,794,0,0,0,0,40,0,0,152,00001101,00000000,0d00
795,795,0,0,0,0,40,0,1,153,00001101,00000000,0d00
796,796,0,0,0,0,40,0,0,153,00001101,00000000,0d00
797,797,0,0,1,0,40,0,1,154,00001101,00000000,0d00
798,798,0,0,1,0,40,0,0,154,00001101,00000000,0d00
799,799,0,0,1,0,40,0,1,155,00001101,00000000,0d00
800,800,0,0,1,0,40,0,0,155,00001101,00000000,0d00
801,801,0,0,0,0,40,0,1,156,00001101,00000000,0d00
802,802,0,0,0,0,40,0,0,156,00001101,00000000,0d00
803,803,0,1,0,1,c0,0,1,157,00001101,00000000,0d00
804,804,0,1,0,1,c0,0,0,157,00001101,00000000,0d00
805,805,0,1,1,1,c0,0,1,158,00001101,00000000,0d00
806,806,0,1,1,1,c0,0,0,158,00001101,00000000,0d00
807,807,0,1,1,1,c0,0,1,159,00001101,00000000,0d00
808,808,0,1,1,1,c0,0,0,159,00001101,00000000,0d00
809,809,0,1,0,1,c0,0,1,1,00001101,00000000,0d00
810,810,0,1,0,1,c0,0,0,1,00001101,00000000,0d00
811,811,0,1,1,0,c0,0,1,2,00000000,00000000,0d00
812,812,0,1,1,0,c0,0,0,2,00000000,00000000,0d00
813,813,0,1,0,0,c0,0,1,3,00000000,00000000,0d00
814,814,0,1,0,0,c0,0,0,3,00000000,00000000,0d00
815,815,0,1,0,1,c0,0,1,4,00000000,00000000,0d00
816,816,0,1,0,1,c0,0,0,4,00000000,00000000,0d00
817,817,0,1,1,1,c0,0,1,5,00000000,00000000,0d00
818,818,0,1,1,1,c0,0,0,5,00000000,00000000,0d00
819,819,0,1,1,1,c0,0,1,6,00000000,00000000,0d00
820,820,0,1,1,1,c0,0,0,6,00000000,00000000,0d00
821,821,0,1,0,1,c0,0,1,7,00000000,00000000,0d00
822,822,0,1,0,1,c0,0,0,7,00000000,00000000,0d00
823,823,0,1,0,0,c0,0,1,8,00000000,00000000,0d00
824,824,0,1,0,0,c0,0,0,8,00000000,00000000,0d00
825,825,0,1,1,0,c0,0,1,9,00000000,00000000,0d00
826,826,0,1,1,0,c0,0,0,9,00000000,00000000,0d00
827,827,0,1,1,0,c0,0,1,10,00000000,00000000,0d00
828,828,0,1,1,0,c0,0,0,10,00000000,00000000,0d00
829,829,0,1,0,0,c0,0,1,11,00000000,00000000,0d00
830,830,0,1,0,0,c0,0,0,11,00000000,00000000,0d00
831,831,0,1,0,0,c0,0,1,12,00000000,00000000,0d00
832,832,0,1,0,0,c0,0,0,12,00000000,00000000,0d00
833,833,0,1,1,0,c0,0,1,13,00000000,00000000,0d00
834,834,0,1,1,0,c0,0,0,13,00000000,00000000,0d00
835,835,0,1,1,0,c0,0,1,14,00000000,00000000,0d00
836,836,0,1,1,0,c0,0,0,14,00000000,00000000,0d00
837,837,0,1,0,0,c0,0,1,15,00000000,00000000,0d00
838,838,0,1,0,0,c0,0,0,15,00000000,00000000,0d00
839,839,0,1,0,1,c0,0,1,16,00000000,00000000,0d00
840,840,0,1,0,1,c0,0,0,16,00000000,00000000,0d00
841,841,0,1,1,1,c0,0,1,17,00000000,00000000,0d00
842,842,0,1,1,1,c0,0,0,17,00000000,00000000,0d00
843,843,0,1,1,1,c0,0,1,18,00000000,00000000,0d00
844,844,0,1,1,1,c0,0,0,18,00000000,00000000,0d00
845,845,0,1,0,1,c0,0,1,19,00000000,00000000,0d00
846,846,0,1,0,1,c0,0,0,19,00000000,00000000,0d00
847,847,0,1,0,0,c0,0,1,20,00000000,00000000,0d00
848,848,0,1,0,0,c0,0,0,20,00000000,00000000,0d00
849,849,0,1,1,0,c0,0,1,21,00000000,00000000,0d00
850,850,0,1,1,0,c0,0,0,21,00000000,00000000,0d00
851,851,0,1,1,0,c0,0,1,22,00000000,00000000,0d00
852,852,0,1,1,0,c0,0,0,22,00000000,00000000,0d00
853,853,0,1,0,0,c0,0,1,23,00000000,00000000,0d00
854,854,0,1,0,0,c0,0,0,23,00000000,00000000,0d00
855,855,0,1,0,0,c0,0,1,24,00000000,00000000,0d00
856,856,0,1,0,0,c0,0,0,24,00000000,00000000,0d00
857,857,0,1,1,0,c0,0,1,25,00000000,00000000,0d00
858,858,0,1,1,0,c0,0,0,25,00000000,00000000,0d00
859,859,0,1,1,0,c0,0,1,26,00000000,00000000,0d00
860,860,0,1,1,0,c0,0,0,26,00000000,00000000,0d00
861,861,0,1,0,0,c0,0,1,27,00000000,00000000,0d00
862,862,0,1,0,0,c0,0,0,27,00000000,00000000,0d00
863,863,0,1,0,0,c0,0,1,28,00000000,00000000,0d00
864,864,0,1,0,0,c0,0,0,28,00000000,00000000,0d00
865,865,0,1,1,0,c0,0,1,29,00000000,00000000,0d00
866,866,0,1,1,0,c0,0,0,29,00000000,00000000,0d00
867,867,0,1,1,0,c0,0,1,30,00000000,00000000,0d00
868,868,0,1,1,0,c0,0,0,30,00000000,00000000,0d00
869,869,0,1,0,0,c0,0,1,31,00000000,00000000,0d00
870,870,0,1,0,0,c0,0,0,31,00000000,00000000,0d00
871,871,0,1,0,0,c0,0,1,32,00000000,00000000,0d00
872,872,0,1,0,0,c0,0,0,32,00000000,00000000,0d00
873,873,0,1,1,0,c0,0,1,33,00000000,00000000,0d00
874,874,0,1,1,0,c0,0,0,33,00000000,00000000,0d00
875,875,0,1,1,0,c0,0,1,34,00000000,00000000,0d00
876,876,0,1,1,0,c0,0,0,34,00000000,00000000,0d00
877,877,0,1,0,0,c0,0,1,35,00000000,00000000,0d00
878,878,0,1,0,0,c0,0,0,35,00000000,00000000,0d00
879,879,0,1,0,0,c0,0,1,36,00000000,00000000,0d00
880,880,0,1,0,1,c0,0,0,36,00000000,00000000,0d00
881,881,0,1,1,1,c0,0,1,37,00000000,00000000,0d00
882,882,0,1,1,1,c0,0,0,37,00000000,00000000,0d00
883,883,0,1,1,1,c0,0,1,38,00000000,00000000,0d00
884,884,0,1,1,1,c0,0,0,38,00000000,00000000,0d00
885,885,0,1,0,1,c0,0,1,43,00000000,00000000,0d00
886,886,0,1,0,1,c0,0,0,43,00000000,00000000,0d00
887,887,0,1,0,0,c0,0,1,44,00000000,00000000,0d00
888,888,0,1,0,0,c0,0,0,44,00000000,00000000,0d00
889,889,0,1,1,0,c0,0,1,45,00000000,00000000,0d00
890,890,0,1,1,0,c0,0,0,45,00000000,00000000,0d00
891,891,0,1,1,0,c0,0,1,46,00000000,00000000,0d00
892,892,0,1,1,0,c0,0,0,46,00000000,00000000,0d00
893,893,0,1,0,0,c0,0,1,47,00000000,00000000,0d00
894,894,0,1,0,0,c0,0,0,47,00000000,00000000,0d00
895,895,0,1,0,0,c0,0,1,48,00000000,00000000,0d00
896,896,0,1,0,0,c0,0,0,48,00000000,00000000,0d00
897,897,0,1,1,0,c0,0,1,49,00000000,00000000,0d00
898,898,0,1,1,0,c0,0,0,49,00000000,00000000,0d00
899,899,0,1,1,0,c0,0,1,50,00000000,00000000,0d00
900,900,0,1,1,0,c0,0,0,50,00000000,00000000,0d00
901,901,0,1,0,0,c0,0,1,51,00000000,00000000,0d00
902,902,0,1,0,0,c0,0,0,51,00000000,00000000,0d00
903,903,0,1,0,0,c0,0,1,52,00000000,00000000,0d00
904,904,0,1,0,0,c0,0,0,52,00000000,00000000,0d00
905,905,0,1,1,0,c0,0,1,53,00000000,00000000,0d00
906,906,0,1,1,0,c0,0,0,53,00000000,00000000,0d00
907,907,0,1,1,0,c0,0,1,54,00000000,00000000,0d00
908,908,0,1,1,0,c0,0,0,54,00000000,00000000,0d00
909,909,0,1,0,0,c0,0,1,55,00000000,00000000,0d00
910,910,0,1,0,0,c0,0,0,55,00000000,00000000,0d00
911,911,0,1,0,0,c0,0,1,56,00000000,00000000,0d00
912,912,0,1,0,0,c0,0,0,56,00000000,00000000,0d00
913,913,0,1,1,0,c0,0,1,57,00000000,00000000,0d00
914,914,0,1,1,0,c0,0,0,57,00000000,00000000,0d00
915,915,0,1,1,0,c0,0,1,58,00000000,00000000,0d00
916,916,0,1,1,0,c0,0,0,58,00000000,00000000,0d00
917,917,0,1,0,0,c0,0,1,63,00000000,00000000,0d00
918,918,0,1,0,0,c0,0,0,63,00000000,00000000,0d00
919,919,0,1,0,0,c0,0,1,64,00000000,00000000,0d00
920,920,0,1,0,0,c0,0,0,64,00000000,00000000,0d00
921,921,0,1,1,0,c0,0,1,65,00000000,00000000,0d00
922,922,0,1,1,0,c0,0,0,65,00000000,00000000,0d00
923,923,0,1,1,0,c0,0,1,66,00000000,00000000,0d00
924,924,0,1,1,0,c0,0,0,66,00000000,00000000,0d00
925,925,0,1,0,0,c0,0,1,67,00000000,00000000,0d00
926,926,0,1,0,0,c0,0,0,67,00000000,00000000,0d00
927,927,0,1,0,0,c0,0,1,68,00000000,00000000,0d00
928,928,0,1,0,0,c0,0,0,68,00000000,00000000,0d00
929,929,0,1,1,0,c0,0,1,69,00000000,00000000,0d00
930,930,0,1,1,0,c0,0,0,69,00000000,00000000,0d00
931,931,0,1,1,0,c0,0,1,70,00000000,00000000,0d00
932,932,0,1,1,0,c0,0,0,70,00000000,00000000,0d00
933,933,0,1,0,0,c0,0,1,71,00000000,00000000,0d00
934,934,0,1,0,0,c0,0,0,71,00000000,00000000,0d00
935,935,0,1,0,0,c0,0,1,72,00000000,00000000,0d00
936,936,0,1,0,0,c0,0,0,72,00000000,00000000,0d00
937,937,0,1,1,0,c0,0,1,73,00000000,00000000,0d00
938,938,0,1,1,0,c0,0,0,73,00000000,00000000,0d00
939,939,0,1,1,0,c0,0,1,74,00000000,00000000,0d00
940,940,0,1,1,0,c0,0,0,74,00000000,00000000,0d00
941,941,0,1,0,0,c0,0,1,75,00000000,00000000,0d00
942,942,0,1,0,0,c0,0,0,75,00000000,00000000,0d00
943,943,0,1,0,0,c0,0,1,76,00000000,00000000,0d00
944,944,0,1,0,0,c0,0,0,76,00000000,00000000,0d00
945,945,0,1,1,0,c0,0,1,77,00000000,00000000,0d00
946,946,0,1,1,0,c0,0,0,77,00000000,00000000,0d00
947,947,0,1,1,0,c0,0,1,78,00000000,00000000,0d00
948,948,0,1,1,0,c0,0,0,78,00000000,00000000,0d00
949,949,0,1,0,0,c0,0,1,79,00000000,00000000,0d00
950,950,0,1,0,0,c0,0,0,79,00000000,00000000,0d00
951,951,0,1,0,0,c0,0,1,80,00000000,00000000,0d00
952,952,0,1,0,1,c0,0,0,80,00000000,00000000,0d00
953,953,0,1,1,1,c0,0,1,81,00000000,00000000,0d00
954,954,0,1,1,1,c0,0,0,81,00000000,00000000,0d00
955,955,0,1,1,1,c0,0,1,82,00000000,00000000,0d00
956,956,0,1,1,1,c0,0,0,82,00000000,00000000,0d00
957,957,0,1,0,1,c0,0,1,83,00000000,00000000,0d00
958,958,0,1,0,1,c0,0,0,83,00000000,00000000,0d00
959,959,0,1,0,1,c0,0,1,87,00000000,00000000,0d00
960,960,0,1,0,1,c0,0,0,87,00000000,00000000,0d00
961,961,0,1,1,1,c0,0,1,1,00000000,00000000,0d00
962,962,0,1,1,1,c0,0,0,1,00000000,00000000,0d00
963,963,0,1,1,0,c0,0,1,2,00000000,00000000,0d00
964,964,0,1,1,0,c0,0,0,2,00000000,00000000,0d00
965,965,0,1,0,0,c0,0,1,3,00000000,00000000,0d00
966,966,0,1,0,0,c0,0,0,3,00000000,00000000,0d00
967,967,0,1,0,1,c0,0,1,4,00000000,00000000,0d00
968,968,0,1,0,1,c0,0,0,4,00000000,00000000,0d00
969,969,0,1,1,1,c0,0,1,5,00000000,00000000,0d00
970,970,0,1,1,1,c0,0,0,5,00000000,00000000,0d00
971,971,0,1,1,1,c0,0,1,6,00000000,00000000,0d00
972,972,0,1,1,1,c0,0,0,6,00000000,00000000,0d00
973,973,0,1,0,1,c0,0,1,7,00000000,00000000,0d00
974,974,0,1,0,1,c0,0,0,7,00000000,00000000,0d00
975,975,0,1,0,0,c0,0,1,8,00000000,00000000,0d00
976,976,0,1,0,0,c0,0,0,8,00000000,00000000,0d00
977,977,0,1,1,0,c0,0,1,9,00000000,00000000,0d00
978,978,0,1,1,0,c0,0,0,9,00000000,00000000,0d00
979,979,0,1,1,0,c0,0,1,10,00000000,00000000,0d00
980,980,0,1,1,0,c0,0,0,10,00000000,00000000,0d00
981,981,0,1,0,0,c0,0,1,11,00000000,00000000,0d00
982,982,0,1,0,0,c0,0,0,11,00000000,00000000,0d00
983,983,0,1,0,0,c0,0,1,12,00000000,00000000,0d00
984,984,0,1,0,0,c0,0,0,12,00000000,00000000,0d00
985,985,0,1,1,0,c0,0,1,13,00000000,00000000,0d00
986,986,0,1,1,0,c0,0,0,13,00000000,00000000,0d00
987,987,0,1,1,0,c0,0,1,14,00000000,00000000,0d00
988,988,0,1,1,0,c0,0,0,14,00000000,00000000,0d00
989,989,0,1,0,0,c0,0,1,15,00000000,00000000,0d00
990,990,0,1,0,0,c0,0,0,15,00000000,00000000,0d00
991,991,0,1,0,1,c0,0,1,16,00000000,00000000,0d00
992,992,0,1,0,1,c0,0,0,16,00000000,00000000,0d00
993,993,0,1,1,1,c0,0,1,17,00000000,00000000,0d00
994,994,0,1,1,1,c0,0,0,17,00000000,00000000,0d00
995,995,0,1,1,1,c0,0,1,18,00000000,00000000,0d00
996,996,0,1,1,1,c0,0,0,18,00000000,00000000,0d00
997,997,0,1,0,1,c0,0,1,19,00000000,00000000,0d00
998,998,0,1,0,1,c0,0,0,19,00000000,00000000,0d00
999,999,0,1,0,0,c0,0,1,20,00000000,00000000,0d00
1000,1000,0,1,0,0,c0,0,0,20,00000000,00000000,0d00
1001,1001,0,1,1,0,c0,0,1,21,00000000,00000000,0d00
1002,1002,0,1,1,0,c0,0,0,21,00000000,00000000,0d00
1003,1003,0,1,1,0,c0,0,1,22,00000000,00000000,0d00
1004,1004,0,1,1,0,c0,0,0,22,00000000,00000000,0d00
1005,1005,0,1,0,0,c0,0,1,23,00000000,00000000,0d00
1006,1006,0,1,0,0,c0,0,0,23,00000000,00000000,0d00
1007,1007,0,1,0,0,c0,0,1,24,00000000,00000000,0d00
1008,1008,0,1,0,0,c0,0,0,24,00000000,00000000,0d00
1009,1009,0,1,1,0,c0,0,1,25,00000000,00000000,0d00
1010,1010,0,1,1,0,c0,0,0,25,00000000,00000000,0d00
1011,1011,0,1,1,0,c0,0,1,26,00000000,00000000,0d00
1012,1012,0,1,1,0,c0,0,0,26,00000000,00000000,0d00
1013,1013,0,1,0,0,c0,0,1,27,00000000,00000000,0d00
1014,1014,0,1,0,0,c0,0,0,27,00000000,00000000,0d00
1015,1015,0,1,0,0,c0,0,1,28,00000000,00000000,0d00
1016,1016,0,1,0,0,c0,0,0,28,00000000,00000000,0d00
1017,1017,0,1,1,0,c0,0,1,29,00000000,00000000,0d00
1018,1018,0,1,1,0,c0,0,0,29,00000000,00000000,0d00
1019,1019,0,1,1,0,c0,0,1,30,00000000,00000000,0d00
1020,1020,0,1,1,0,c0,0,0,30,00000000,00000000,0d00
1021,1021,0,1,0,0,c0,0,1,31,00000000,00000000,0d00
1022,1022,0,1,0,0,c0,0,0,31,00000000,00000000,0d00
1023,1023,0,1,0,1,c0,0,1,32,00000000,00000000,0d00
